Id_Escucha ,Id_Cliente,Id_Cancion,Fecha y Hora de escucha
4713,535,4851,25/6/2023 15:44
4714,1629,782,30/9/2023 20:48
4715,,2665,1/12/2023 05:23
4716,181,,4/1/2023 19:26
4717,2994,4234,19/4/2023 09:36
4718,578,2356,15/1/2023 11:34
4719,1619,3905,5/5/2023 01:56
4720,1090,3044,28/3/2023 18:31
4721,1622,3431,22/7/2023 14:52
4722,467,3003,12/10/2023 18:12
4723,2197,1563,
4724,449,4552,8/1/2023 19:54
4725,,135,23/5/2023 05:24
4726,2679,3237,26/10/2023 22:26
4727,2204,,8/3/2023 10:47
4728,1348,5000,17/3/2023 01:52
4729,2344,1879,13/11/2023 17:56
4730,646,618,
4731,787,4287,12/8/2023 04:15
4732,119,1671,11/12/2023 14:32
4733,763,1930,7/11/2023 13:43
4734,1502,455,8/11/2023 06:59
4735,936,2889,14/8/2023 15:35
4736,2230,2193,18/5/2023 20:17
4737,1865,2466,3/11/2023 15:44
4738,551,3149,23/8/2023 13:30
4739,2556,4759,7/4/2023 06:49
4740,,2784,13/5/2023 16:59
4741,353,1084,
4742,853,7,2/3/2023 07:27
4743,1583,4371,27/6/2023 10:33
4744,1064,3763,29/9/2023 10:56
4745,1161,3057,29/5/2023 22:09
,240,3825,13/8/2023 00:37
4747,807,770,4/1/2023 19:17
4748,1340,2403,7/8/2023 16:52
4749,922,2679,17/5/2023 02:32
4750,50,1395,
4751,1095,2976,2/10/2023 12:05
4752,,1376,22/6/2023 04:39
4753,2618,2018,29/7/2023 11:48
4754,1044,1974,1/2/2023 23:24
4755,2241,4110,23/1/2023 20:47
4756,439,1147,26/9/2023 14:26
4757,2655,,
4758,2164,1521,23/3/2023 23:26
4759,2925,1482,10/1/2023 18:59
4760,394,3050,23/3/2023 12:24
4761,290,915,18/2/2023 03:37
4762,54,613,21/3/2023 11:43
4763,1859,3217,26/11/2023 11:27
4764,1282,617,17/7/2023 00:10
4765,,1439,13/5/2023 06:23
4766,1216,1652,3/1/2023 04:08
4767,2396,48,20/4/2023 20:34
4768,229,1073,3/12/2023 02:50
4769,201,,11/3/2023 17:42
4770,923,2801,8/11/2023 05:32
4771,,2188,14/12/2023 18:41
4772,1062,1067,23/8/2023 13:37
4773,714,1840,1/1/2023 05:47
4774,575,1995,5/4/2023 22:42
4775,1839,1641,11/8/2023 11:14
4776,1278,4310,19/1/2023 20:52
4777,2411,,17/9/2023 12:57
4778,2328,1542,23/4/2023 05:24
4779,128,4606,12/3/2023 08:57
4780,1997,1220,30/7/2023 20:10
4781,1797,75,31/10/2023 20:44
4782,324,3458,19/5/2023 04:01
4783,1742,1581,5/10/2023 06:33
4784,1978,3545,4/5/2023 03:59
4785,1207,911,27/10/2023 14:42
4786,1042,4208,25/7/2023 00:27
4787,657,2310,6/3/2023 05:00
4788,,4435,13/8/2023 12:37
4789,1930,3350,22/12/2023 04:50
4790,,,15/2/2023 08:56
4791,,2939,25/12/2023 13:15
4792,696,606,10/7/2023 22:53
4793,2623,1133,27/6/2023 05:41
4794,2911,4879,9/6/2023 16:30
4795,2095,4376,23/1/2023 20:30
4796,1349,,1/6/2023 20:56
4797,292,2802,21/7/2023 22:54
4798,,3819,17/5/2023 09:13
4799,2206,1976,28/9/2023 05:35
4800,2188,1202,1/6/2023 18:13
4801,,2440,18/7/2023 07:50
4802,2920,4281,17/4/2023 02:16
4803,986,66,18/6/2023 12:47
4804,1548,2404,11/3/2023 18:00
4805,191,3263,
4806,2156,2618,20/6/2023 22:05
,2835,3266,15/10/2023 20:50
4808,2451,4889,26/1/2023 13:31
4809,2222,,14/4/2023 23:18
4810,2130,3806,15/7/2023 10:38
4811,813,2578,
4812,2568,3115,12/9/2023 19:13
4813,1454,3402,9/5/2023 15:59
4814,1159,1598,18/11/2023 13:31
4815,2991,2191,17/1/2023 02:23
4816,68,1779,10/2/2023 01:02
4817,2488,2773,16/9/2023 15:43
4818,2257,4573,31/12/2023 00:19
,2739,4122,10/10/2023 20:31
4820,2955,,23/6/2023 06:22
4821,103,2635,11/3/2023 21:25
4822,1792,3571,8/1/2023 03:42
4823,1573,3597,29/9/2023 05:37
,1424,482,17/8/2023 19:44
4825,735,3433,19/12/2023 14:13
4826,2533,3035,29/9/2023 20:45
4827,235,3096,27/2/2023 05:17
4828,851,4865,23/8/2023 22:48
4829,1775,1074,14/9/2023 04:18
4830,424,2459,5/11/2023 02:44
4831,234,1324,
4832,736,921,
4833,2027,41,4/6/2023 05:43
4834,1263,1484,12/4/2023 18:47
4835,2291,788,16/11/2023 07:17
4836,880,475,18/4/2023 08:13
4837,1672,1990,25/7/2023 00:35
4838,2436,2876,6/9/2023 13:46
4839,1662,4961,26/1/2023 05:55
4840,38,3264,
4841,1230,2400,10/10/2023 20:26
4842,1539,4449,
4843,2243,4421,14/6/2023 07:37
4844,1602,,9/11/2023 07:27
4845,1029,3630,15/1/2023 14:20
4846,465,216,2/12/2023 21:25
4847,2632,3012,31/5/2023 09:20
4848,1675,1811,16/10/2023 22:26
4849,2911,,14/12/2023 14:58
4850,277,4566,29/11/2023 16:52
4851,253,,10/6/2023 06:14
4852,1522,3978,20/5/2023 20:11
4853,747,2386,22/4/2023 05:17
4854,643,,3/1/2023 23:45
4855,1379,3262,12/11/2023 20:37
4856,2391,2283,29/1/2023 23:13
4857,1667,,24/3/2023 03:38
4858,2865,,29/10/2023 16:42
4859,486,2487,8/8/2023 07:34
4860,313,3298,2/2/2023 17:18
4861,761,1298,15/9/2023 10:49
4862,2737,1606,14/9/2023 18:45
4863,2262,31,30/12/2023 08:15
4864,1959,701,20/3/2023 04:03
4865,665,3300,8/9/2023 01:38
4866,1883,922,29/4/2023 04:15
4867,637,1721,8/9/2023 00:44
4868,1232,2189,28/6/2023 15:43
4869,1640,,29/11/2023 22:48
4870,540,702,14/4/2023 18:21
4871,438,1918,7/2/2023 11:07
4872,1278,,18/2/2023 17:38
4873,65,4417,
4874,925,301,17/7/2023 21:27
4875,3,1021,25/6/2023 07:07
4876,1097,229,7/8/2023 13:13
4877,1188,,9/1/2023 05:33
4878,846,4302,10/1/2023 19:28
4879,,1018,27/9/2023 13:05
4880,1486,98,6/6/2023 05:30
4881,1484,1259,18/2/2023 17:27
4882,1881,,17/8/2023 01:35
4883,2654,1253,4/2/2023 01:30
4884,2901,985,9/5/2023 10:22
4885,2769,3087,14/3/2023 00:35
4886,1409,619,1/11/2023 22:08
4887,2465,3092,13/3/2023 04:44
4888,1249,609,1/10/2023 18:04
4889,429,1910,17/8/2023 05:03
4890,2466,854,22/1/2023 13:47
4891,2552,3107,5/5/2023 10:40
4892,2003,935,3/7/2023 23:51
4893,700,1705,
4894,,4740,12/4/2023 09:59
4895,2415,644,11/4/2023 05:28
4896,980,1349,28/2/2023 14:04
4897,462,412,6/4/2023 16:39
4898,1087,4775,2/11/2023 08:31
4899,1643,1056,24/6/2023 23:57
4900,1941,2511,27/11/2023 21:22
4901,1764,1069,23/12/2023 16:58
4902,483,290,4/5/2023 09:08
4903,2455,4100,15/11/2023 19:20
4904,953,1745,13/8/2023 15:07
4905,,2211,17/4/2023 05:38
4906,1199,,27/2/2023 19:42
4907,369,1791,5/10/2023 03:36
4908,765,372,25/12/2023 09:48
4909,2936,4101,27/6/2023 19:38
4910,2599,1686,20/7/2023 17:25
4911,2307,3326,17/11/2023 17:19
4912,,2651,5/9/2023 19:32
4913,1821,,2/6/2023 03:58
4914,2055,453,7/5/2023 06:10
4915,663,4237,17/8/2023 23:52
4916,2549,1479,9/5/2023 14:26
4917,1415,4742,11/2/2023 07:23
4918,1902,4991,6/8/2023 06:45
4919,46,4491,
4920,991,3025,2/9/2023 09:54
4921,2080,,19/4/2023 00:05
4922,2550,1482,
4923,,,17/3/2023 19:10
4924,293,778,8/7/2023 13:14
4925,2579,76,5/4/2023 01:57
4926,2218,3919,28/3/2023 12:49
4927,2126,2811,24/8/2023 11:33
4928,696,3966,16/6/2023 10:54
4929,705,787,10/7/2023 07:08
4930,2300,2046,7/7/2023 19:00
4931,2058,4842,17/3/2023 07:51
4932,2885,4658,12/9/2023 09:17
4933,,,17/2/2023 14:00
,2044,1407,6/8/2023 19:50
4935,1931,4891,11/4/2023 14:16
4936,899,1204,6/7/2023 08:39
4937,59,3337,29/7/2023 05:28
4938,1589,824,30/11/2023 23:09
4939,542,789,15/4/2023 20:40
4940,2211,2798,26/4/2023 15:54
4941,1802,3516,8/1/2023 03:18
4942,2315,3798,26/10/2023 01:35
4943,2011,4890,12/1/2023 16:57
4944,2553,4316,14/6/2023 14:48
4945,739,3938,13/11/2023 11:15
4946,613,909,6/11/2023 16:19
4947,1125,1895,2/12/2023 09:03
4948,2497,4632,19/8/2023 08:27
4949,949,1318,14/1/2023 18:37
4950,,3595,29/10/2023 12:44
4951,2016,2103,11/5/2023 23:11
4952,833,4767,30/3/2023 15:50
4953,529,289,24/5/2023 09:42
4954,2241,1399,
,499,3787,16/6/2023 04:13
4956,,2429,9/10/2023 00:32
4957,2058,2223,26/9/2023 07:12
4958,1671,3876,27/9/2023 11:20
4959,,3196,12/6/2023 00:59
4960,666,3420,24/1/2023 20:46
4961,167,1374,7/9/2023 17:00
4962,1704,4811,8/1/2023 11:00
4963,2716,1064,27/5/2023 22:09
4964,1557,4225,
4965,1313,3336,12/11/2023 06:09
4966,2115,3076,29/3/2023 12:25
4967,2448,2765,11/2/2023 06:42
4968,2479,4042,30/3/2023 10:09
4969,2158,4576,29/9/2023 14:38
4970,,14,14/12/2023 08:10
4971,77,1963,15/5/2023 11:20
4972,,4091,2/9/2023 04:42
4973,516,507,12/6/2023 12:51
4974,753,3128,24/6/2023 16:15
4975,2806,180,24/2/2023 02:30
4976,807,3558,
4977,,1035,25/1/2023 01:58
4978,1985,4312,22/9/2023 21:11
4979,2509,1499,25/5/2023 14:41
4980,1488,837,
4981,243,3855,17/6/2023 20:43
4982,2756,2032,22/6/2023 11:19
4983,1897,2538,11/10/2023 07:10
4984,21,1204,29/7/2023 19:09
4985,70,,
4986,29,2152,26/9/2023 09:36
4987,2174,4275,18/12/2023 14:14
4988,1835,3519,17/9/2023 10:24
4989,2820,3663,3/3/2023 02:10
4990,162,4002,12/2/2023 23:46
4991,2020,2815,15/4/2023 16:20
4992,2813,1489,19/6/2023 07:32
4993,3,3169,2/5/2023 21:09
4994,1823,2593,2/1/2023 16:17
4995,1694,3770,16/1/2023 18:30
4996,544,1202,2/4/2023 20:24
4997,892,4176,16/3/2023 17:56
4998,,3672,
4999,526,,22/9/2023 11:17
5000,232,2421,24/1/2023 14:48
5001,356,4174,10/2/2023 19:39
5002,2570,3500,3/10/2023 04:02
5003,,3002,22/4/2023 09:11
5004,2085,2649,27/4/2023 23:29
5005,709,3257,26/12/2023 12:34
5006,2936,4775,28/9/2023 19:08
5007,510,1137,1/6/2023 16:41
5008,78,,18/6/2023 23:25
5009,2358,,6/12/2023 17:37
5010,101,,28/8/2023 00:18
5011,1165,235,2/1/2023 02:52
5012,436,,28/7/2023 21:25
5013,1741,4497,
5014,1106,3605,8/7/2023 17:32
5015,2108,1125,26/12/2023 15:01
5016,135,4304,26/7/2023 18:31
5017,1019,3272,26/11/2023 11:27
5018,1736,3086,9/5/2023 19:54
5019,2960,,
5020,1033,4133,
5021,649,2700,3/4/2023 01:57
5022,,4611,
5023,,1198,26/11/2023 23:14
5024,460,3453,10/2/2023 15:21
5025,2012,3497,31/5/2023 07:42
5026,1900,1656,20/9/2023 20:35
5027,1786,2317,30/5/2023 22:37
5028,2325,2789,10/12/2023 11:31
5029,2312,3083,10/2/2023 02:11
5030,2430,1839,19/4/2023 07:50
5031,383,296,9/7/2023 04:21
5032,853,1908,10/7/2023 21:31
5033,2439,2338,3/4/2023 00:39
5034,1495,4693,12/2/2023 04:47
5035,724,4209,10/3/2023 14:20
5036,2170,688,5/6/2023 00:57
5037,1965,3477,30/4/2023 21:28
5038,1099,1694,18/4/2023 12:50
,1059,4685,27/12/2023 08:34
5040,1063,2731,30/8/2023 10:53
5041,229,296,7/1/2023 23:55
5042,,761,14/2/2023 16:29
5043,1004,,4/5/2023 16:04
5044,1070,3728,28/3/2023 21:32
5045,165,4512,28/8/2023 09:27
5046,1480,2487,
5047,682,548,16/1/2023 19:13
5048,2466,723,24/2/2023 14:14
5049,1631,4771,8/9/2023 08:01
5050,103,4558,
5051,1690,3100,19/6/2023 17:57
5052,556,3916,5/4/2023 05:55
5053,2916,257,26/6/2023 16:36
5054,,4266,16/5/2023 19:59
5055,428,908,
5056,683,4996,4/2/2023 12:49
5057,2076,4814,7/3/2023 06:25
5058,51,2880,28/12/2023 22:57
5059,2341,283,14/11/2023 00:13
5060,2760,3722,12/1/2023 02:18
5061,,,27/6/2023 09:46
5062,1080,772,27/4/2023 13:08
5063,2301,401,4/1/2023 01:54
5064,757,4655,4/12/2023 02:00
5065,1250,3409,16/3/2023 14:58
5066,1404,600,15/9/2023 06:37
5067,,637,
5068,1866,4579,12/2/2023 15:14
5069,654,131,6/2/2023 14:26
5070,1372,1572,19/10/2023 04:24
5071,175,1317,1/4/2023 00:50
5072,1965,4135,8/8/2023 06:31
5073,945,3593,20/3/2023 13:32
5074,1931,2191,5/1/2023 02:56
5075,497,4160,12/12/2023 20:15
5076,499,4606,7/5/2023 00:03
5077,2980,3189,5/4/2023 07:05
5078,26,4807,16/4/2023 08:01
5079,1579,1651,18/3/2023 10:43
5080,71,4305,19/5/2023 01:07
5081,2677,4214,10/6/2023 23:23
5082,1115,3155,25/4/2023 01:13
5083,425,2147,29/5/2023 05:21
5084,1209,,7/2/2023 02:50
5085,2494,3604,18/5/2023 21:40
5086,1304,3845,7/1/2023 11:48
5087,1716,1315,
5088,1988,2362,6/2/2023 04:12
5089,1550,1276,9/3/2023 12:30
5090,2508,,15/10/2023 13:36
5091,439,2322,1/6/2023 16:16
5092,544,2708,1/12/2023 18:35
5093,2181,2559,4/12/2023 00:10
5094,,4351,27/5/2023 09:55
5095,2696,2976,2/8/2023 14:57
5096,790,2916,23/3/2023 07:36
5097,1395,3992,1/10/2023 17:17
5098,508,4792,30/11/2023 09:44
5099,1518,1548,7/9/2023 18:06
5100,962,639,26/9/2023 17:28
5101,2319,936,29/7/2023 18:05
5102,2970,4354,14/10/2023 16:01
5103,509,4242,30/5/2023 18:00
5104,1740,4636,26/6/2023 00:44
5105,633,,29/9/2023 06:07
5106,1245,79,20/1/2023 20:35
5107,1468,3135,2/7/2023 18:19
5108,355,4472,1/7/2023 00:31
5109,2333,,25/8/2023 07:41
5110,1979,,26/7/2023 15:38
5111,791,4706,8/4/2023 11:59
5112,1512,2838,20/3/2023 07:11
5113,1476,196,18/12/2023 21:40
5114,2634,264,1/5/2023 11:12
5115,161,1628,1/5/2023 10:51
5116,,,20/1/2023 12:31
5117,187,2562,2/5/2023 17:41
5118,1461,2915,23/11/2023 23:43
5119,25,1499,9/3/2023 02:25
5120,291,,
5121,2269,3412,1/1/2023 16:20
5122,2474,1023,1/4/2023 06:51
5123,2613,642,14/5/2023 21:45
5124,1348,,31/8/2023 20:49
5125,1033,4677,17/2/2023 14:57
5126,2048,4258,12/9/2023 12:47
5127,1234,162,29/7/2023 17:40
5128,,1912,28/5/2023 07:38
5129,2792,2080,29/3/2023 13:58
5130,219,1791,6/7/2023 05:13
5131,749,2277,25/7/2023 13:25
5132,1781,1324,18/3/2023 20:16
5133,74,2523,23/2/2023 03:08
5134,2607,4959,2/1/2023 23:14
5135,2200,183,26/5/2023 14:14
5136,1148,3990,25/4/2023 08:08
5137,720,4080,
5138,1962,953,10/7/2023 00:26
5139,969,,18/5/2023 09:17
5140,2523,2265,12/9/2023 03:29
5141,2072,1299,7/1/2023 08:12
5142,335,4789,24/10/2023 14:09
5143,1674,824,16/8/2023 20:54
5144,1413,4568,24/8/2023 19:06
5145,18,4368,12/1/2023 08:13
5146,2983,1435,15/6/2023 23:06
5147,1699,,4/2/2023 11:01
5148,1681,4321,19/2/2023 23:47
5149,425,1166,10/3/2023 13:23
5150,2379,3255,7/8/2023 13:46
5151,649,1990,31/7/2023 05:33
5152,109,190,29/5/2023 14:43
5153,2157,2504,9/1/2023 10:26
5154,2616,890,27/3/2023 14:14
5155,,3077,15/7/2023 00:12
5156,,1785,16/11/2023 05:37
5157,280,1840,20/7/2023 12:21
5158,2757,826,13/12/2023 18:11
5159,650,2636,27/3/2023 16:09
5160,984,4534,4/6/2023 12:49
5161,1925,1327,27/7/2023 00:28
5162,2852,3251,28/8/2023 16:25
5163,,3913,19/7/2023 22:22
5164,2214,4044,22/10/2023 20:26
5165,1255,2860,7/5/2023 06:29
5166,,2676,5/5/2023 19:25
5167,2572,1028,15/10/2023 19:32
5168,202,466,
5169,,,13/5/2023 08:13
5170,1262,1014,16/7/2023 08:57
5171,518,1517,26/11/2023 21:35
5172,2907,3560,7/6/2023 12:49
5173,1333,786,27/11/2023 17:06
5174,719,3733,22/10/2023 11:43
5175,420,649,10/1/2023 17:56
5176,332,4334,29/7/2023 12:56
5177,,2124,22/9/2023 17:12
5178,2596,2607,24/8/2023 10:03
5179,2873,4191,18/9/2023 17:42
5180,110,107,14/12/2023 07:52
5181,1413,2688,24/6/2023 19:24
5182,288,,8/11/2023 11:17
5183,618,1466,8/1/2023 05:37
5184,2371,4429,28/2/2023 11:12
5185,1578,1455,25/9/2023 18:11
5186,601,1959,23/9/2023 16:17
5187,697,3946,25/8/2023 20:05
5188,602,3295,5/9/2023 09:43
5189,1510,2610,30/7/2023 04:35
5190,1737,3805,26/4/2023 18:29
5191,2551,3050,11/9/2023 21:42
5192,2684,1802,3/1/2023 22:51
5193,2449,3640,28/5/2023 02:45
5194,2083,67,8/12/2023 22:19
5195,2218,2156,27/4/2023 05:07
5196,2535,2581,25/4/2023 06:53
5197,1038,982,28/10/2023 00:25
5198,318,3546,10/12/2023 21:27
5199,777,696,30/4/2023 07:56
5200,2364,5000,18/7/2023 18:56
5201,,1619,3/6/2023 18:05
5202,2772,163,28/4/2023 13:11
5203,376,3877,2/10/2023 06:30
5204,79,4144,6/11/2023 15:49
5205,2344,804,11/5/2023 21:26
5206,912,3690,15/8/2023 12:19
5207,1208,1538,7/6/2023 23:27
5208,,,23/9/2023 03:20
5209,1702,,30/4/2023 13:41
5210,872,,20/7/2023 16:55
5211,586,1241,7/8/2023 04:03
5212,1395,4086,30/11/2023 12:21
5213,2885,3869,20/3/2023 18:23
5214,2117,742,8/10/2023 05:18
5215,1871,3378,20/1/2023 09:51
5216,1461,1024,18/1/2023 21:55
5217,607,1845,31/3/2023 15:35
5218,,4198,13/10/2023 10:03
5219,1953,2970,1/6/2023 09:27
5220,,,2/2/2023 04:55
5221,,4527,21/12/2023 00:57
5222,70,554,8/5/2023 01:16
5223,1281,2804,4/9/2023 04:19
5224,2426,4446,3/8/2023 19:21
5225,2999,3180,24/8/2023 06:16
5226,616,1767,
5227,63,4314,14/2/2023 17:51
5228,2306,171,15/2/2023 23:05
5229,2837,1322,1/9/2023 06:01
5230,1981,,24/7/2023 13:46
,2543,,23/3/2023 16:15
5232,37,691,6/6/2023 04:39
5233,1876,308,20/1/2023 01:23
5234,2089,1240,30/6/2023 22:42
5235,1840,4546,1/10/2023 11:01
5236,1309,2435,19/3/2023 09:30
5237,272,4037,
5238,476,1422,20/2/2023 21:32
5239,,4665,6/7/2023 07:47
5240,302,759,10/7/2023 18:35
5241,2350,4582,5/5/2023 14:50
5242,1680,1140,16/11/2023 08:39
5243,934,1573,10/3/2023 10:06
5244,1061,,13/12/2023 12:14
5245,1674,4152,12/7/2023 11:00
5246,,2358,13/5/2023 02:46
5247,2069,3721,17/4/2023 13:53
5248,1085,3055,29/8/2023 22:26
5249,940,4369,20/11/2023 20:28
5250,2110,,10/8/2023 19:38
5251,1062,601,
5252,2769,3844,13/1/2023 16:39
5253,,3805,
5254,400,4191,1/1/2023 19:05
5255,2462,708,30/10/2023 02:46
5256,,,29/3/2023 23:13
5257,384,1541,17/4/2023 16:26
5258,1361,718,12/1/2023 19:57
,137,4996,9/9/2023 12:10
5260,,,14/5/2023 14:30
5261,,2654,8/2/2023 20:17
,2734,,6/12/2023 19:27
5263,1147,2978,29/7/2023 23:35
5264,85,3064,1/5/2023 09:07
5265,2264,1527,9/12/2023 11:44
5266,1922,2592,27/7/2023 22:59
5267,1732,3180,20/3/2023 10:27
5268,2871,3346,18/12/2023 13:51
5269,1414,1277,19/8/2023 23:50
5270,837,1224,2/1/2023 16:53
5271,1837,3672,20/9/2023 11:21
5272,1219,3957,7/8/2023 16:43
5273,1338,1569,
5274,1661,2495,24/6/2023 11:52
5275,613,4238,3/5/2023 04:10
5276,1840,168,29/12/2023 23:58
5277,1339,4564,
5278,2172,1551,28/11/2023 15:52
5279,2296,,29/11/2023 00:14
5280,1270,128,17/4/2023 01:13
5281,441,2240,4/12/2023 13:56
5282,2801,2065,4/2/2023 14:13
5283,172,685,18/10/2023 18:46
5284,2545,3250,21/1/2023 02:37
5285,213,1417,21/10/2023 04:11
5286,424,4286,12/11/2023 03:23
5287,2183,1394,29/8/2023 12:01
5288,2482,1411,6/8/2023 11:42
5289,1556,1598,
5290,1977,2084,17/2/2023 12:56
5291,1984,330,24/3/2023 03:17
5292,1540,4915,29/1/2023 20:27
5293,916,4181,15/7/2023 02:21
5294,2367,,18/3/2023 00:29
5295,2139,457,
5296,918,1474,24/6/2023 20:11
5297,2142,956,17/1/2023 12:31
5298,2355,3881,23/1/2023 21:30
5299,2983,,5/12/2023 04:25
5300,2337,3672,21/3/2023 07:11
5301,924,3910,29/11/2023 06:27
5302,2608,,13/10/2023 02:54
5303,471,3242,23/5/2023 04:51
5304,1957,2597,
5305,2624,4205,
5306,570,2536,12/2/2023 09:20
5307,538,3901,
5308,1279,19,19/4/2023 18:18
5309,1769,1538,3/7/2023 02:28
5310,2868,3302,24/7/2023 02:58
5311,773,2491,11/12/2023 12:37
5312,1818,986,26/10/2023 18:02
5313,,4423,14/11/2023 05:25
,,2051,18/5/2023 10:42
5315,615,4960,22/6/2023 21:03
5316,583,1902,6/3/2023 12:06
5317,2353,3539,3/5/2023 16:39
5318,1491,,22/8/2023 18:46
5319,1177,1928,
5320,1070,1206,21/1/2023 15:59
5321,1751,789,24/9/2023 11:31
5322,772,3571,30/5/2023 10:16
5323,1147,1985,10/5/2023 18:42
5324,1493,2162,3/5/2023 17:57
5325,1338,518,4/4/2023 10:07
5326,344,1488,22/11/2023 06:29
5327,192,3788,18/11/2023 05:27
5328,2063,734,31/5/2023 20:08
5329,1867,2954,24/1/2023 19:50
5330,,,
5331,1072,2094,2/8/2023 02:55
5332,349,882,17/9/2023 09:08
5333,,79,24/12/2023 10:01
5334,491,1090,5/9/2023 21:34
5335,339,3490,20/10/2023 02:37
5336,795,3431,3/7/2023 08:04
5337,776,117,
5338,2661,342,
5339,2796,,
5340,2880,1927,3/6/2023 08:29
5341,2034,4044,
5342,929,4213,17/12/2023 18:55
5343,530,4071,
,1761,1085,
5345,1462,4035,14/11/2023 20:25
5346,1654,1162,14/6/2023 17:49
5347,57,4261,6/12/2023 21:05
5348,2967,,26/4/2023 19:12
5349,1509,4576,7/7/2023 07:57
5350,1331,2857,1/3/2023 09:46
5351,520,3297,17/3/2023 17:06
5352,,856,7/9/2023 23:40
5353,58,4284,11/2/2023 03:18
5354,,3832,8/2/2023 14:25
5355,1933,788,6/5/2023 08:03
5356,,2654,18/2/2023 11:54
5357,975,3100,17/12/2023 20:49
5358,2872,1707,18/5/2023 13:15
5359,2021,1142,21/4/2023 17:24
5360,2334,2033,16/5/2023 03:50
5361,862,2801,7/9/2023 18:48
5362,2944,,13/11/2023 08:15
5363,,4670,8/2/2023 13:58
5364,1350,320,
5365,118,,6/9/2023 07:22
5366,896,3384,24/8/2023 23:45
5367,987,3671,6/3/2023 23:11
5368,1384,,6/12/2023 07:21
5369,2656,1912,13/8/2023 03:02
5370,565,527,19/6/2023 04:08
5371,,272,22/2/2023 18:34
5372,175,4024,23/3/2023 08:37
5373,2664,2849,26/6/2023 10:19
5374,561,4677,
5375,1446,1748,27/5/2023 22:52
5376,2469,1904,28/9/2023 14:56
5377,1761,3404,5/4/2023 08:52
5378,2566,4217,1/2/2023 03:53
5379,935,2801,13/9/2023 21:32
5380,,3863,28/9/2023 22:06
5381,1835,3689,22/11/2023 13:44
5382,1122,,
5383,2726,3041,22/10/2023 18:31
5384,2398,3767,4/6/2023 02:04
5385,994,716,6/7/2023 16:33
5386,1434,,22/11/2023 13:29
5387,1864,3840,27/10/2023 05:51
5388,2332,3189,14/9/2023 01:41
5389,15,,7/5/2023 15:35
5390,2935,3380,16/12/2023 13:29
5391,806,3519,28/11/2023 01:16
5392,2527,4358,19/8/2023 11:08
5393,937,682,5/12/2023 01:51
5394,2244,4110,9/6/2023 21:01
5395,1898,120,
5396,2142,743,10/2/2023 22:32
5397,2960,1160,
5398,617,4665,18/3/2023 09:50
,,1767,20/12/2023 02:14
5400,910,1541,25/5/2023 13:40
5401,610,2518,28/5/2023 06:34
5402,2498,837,23/11/2023 13:12
5403,590,4604,27/12/2023 23:45
5404,2474,2763,16/6/2023 18:12
5405,1939,4943,21/1/2023 11:27
5406,933,2180,21/2/2023 19:08
5407,2795,2217,30/3/2023 17:09
5408,1925,2165,11/9/2023 22:44
5409,877,3025,9/10/2023 04:15
5410,2888,3989,17/1/2023 04:59
5411,2624,4392,3/3/2023 17:39
5412,2086,1333,16/2/2023 13:53
5413,2964,406,18/1/2023 14:39
5414,1982,4396,
5415,,3177,13/7/2023 05:15
5416,460,2212,22/7/2023 05:02
5417,755,3681,24/10/2023 19:30
5418,2644,,12/6/2023 09:27
,1646,1196,9/9/2023 11:43
5420,2827,1753,5/3/2023 07:54
5421,175,4615,26/8/2023 18:13
5422,401,2471,28/2/2023 16:18
,115,3693,14/8/2023 22:03
5424,1648,,19/4/2023 11:00
5425,488,1341,21/7/2023 04:42
5426,1743,713,20/5/2023 15:29
5427,1199,200,23/11/2023 11:41
5428,,902,19/3/2023 04:53
5429,839,1834,17/11/2023 10:08
5430,2071,3731,14/8/2023 03:55
5431,875,4357,
5432,983,1790,7/11/2023 17:41
5433,2062,3864,10/8/2023 16:55
5434,1563,2702,22/2/2023 21:12
5435,1864,2663,28/9/2023 22:03
5436,140,4090,29/8/2023 21:33
5437,2995,3996,6/1/2023 15:27
5438,819,430,30/6/2023 15:15
5439,2715,4247,28/2/2023 01:26
5440,,2750,26/10/2023 00:55
5441,224,4858,20/8/2023 05:06
5442,2279,3584,17/12/2023 13:05
5443,1691,2188,18/8/2023 02:21
5444,1058,1728,6/2/2023 06:39
5445,1629,4512,17/1/2023 07:28
5446,1085,4485,27/10/2023 19:02
5447,1,1317,14/8/2023 15:58
5448,360,3402,22/12/2023 14:22
5449,301,2343,25/2/2023 14:31
5450,,1765,
5451,1537,3716,11/5/2023 02:36
5452,,1590,27/9/2023 03:31
5453,2452,3634,30/12/2023 06:30
5454,58,,30/12/2023 02:48
5455,,106,4/1/2023 01:01
5456,183,3716,26/7/2023 18:34
5457,1435,4820,15/5/2023 20:54
5458,105,4413,20/6/2023 06:20
5459,1773,3683,27/4/2023 04:35
5460,1111,2851,10/5/2023 21:04
5461,1424,3187,6/9/2023 06:22
5462,749,2580,28/6/2023 23:55
5463,210,,7/12/2023 17:04
5464,,,19/11/2023 16:33
5465,1904,2258,15/2/2023 06:39
5466,,,1/1/2023 03:42
5467,166,3550,28/7/2023 10:48
5468,389,,20/6/2023 05:24
5469,1312,4107,23/5/2023 02:29
5470,2635,2499,10/7/2023 22:44
5471,1947,1670,27/10/2023 06:33
5472,780,2479,6/2/2023 14:09
5473,976,4102,16/4/2023 15:56
5474,623,448,28/11/2023 23:29
5475,855,2607,18/7/2023 06:44
