Id_Cancion ,Id_Artista,Id_Genero,NombreCancion,FechaLanzamiento
2525,1184,13,Something About You,
2526,1185,17,Just a Little,30/12/2012
2527,1186,16,Mouldy Old Dough,6/4/2000
2528,1187,18,Hanging by a Moment,22/5/2005
2529,1188,13,Get Low,12/5/2009
2530,1189,10,French Kiss,7/11/2004
2531,1190,17,Lollipop,26/3/2016
2532,1191,,Smile,9/5/2016
2533,1191,,The Fear,12/4/2011
2534,1192,1,Never Ending Story,19/9/2002
2535,1193,11,Behind Blue Eyes,3/10/2012
2536,1193,7,Take a Look Around,21/8/2009
2537,1193,5,Rollin',12/8/2006
2538,1194,19,Blue Bayou,
2539,1194,6,You're No Good,7/9/2020
2540,1194,1,It's So Easy,23/5/2004
2541,1194,20,When Will I Be Loved?,
2542,1195,5,Don't Know Much,12/11/2020
2543,1196,,Somewhere Out There,16/1/2019
2544,1197,2,TROUBLE,27/10/2018
2545,1198,10,Rumble,31/1/2024
2546,1199,,In the End,
2547,1199,12,What I've Done,26/5/2021
2548,1199,5,Somewhere I Belong,31/7/2004
2549,1199,19,Numb,27/5/2016
2550,1199,8,Shadow Of The Day,14/10/2003
2551,1200,16,"Say You, Say Me",
2552,1200,2,All Night Long (All Night),13/1/2001
2553,1200,10,Hello,17/8/2001
2554,1200,14,Dancing On the Ceiling,8/4/2023
2555,1200,10,Truly,
2556,1200,16,Stuck On You,2/7/2013
2557,1200,,Do it to Me,
2558,1200,,Running With the Night,
2559,1201,9,Funkytown,19/10/2000
2560,1202,6,Head to Toe,23/1/2024
2561,1202,10,Lost In Emotion,11/10/2022
2562,1203,8,Stay (I Missed You),6/11/2004
2563,1203,10,I Do,8/10/2014
2564,1204,3,All Around the World,21/8/2003
2565,1204,6,Change,17/1/2004
2566,1205,6,The Loco-Motion,4/12/2021
2567,1206,10,Long Haired Lover From Liverpool,7/2/2000
2568,1207,20,I Will Follow Him,7/7/2000
2569,1208,4,Long Tall Sally,28/3/2005
2570,1208,12,Tutti Frutti,8/9/2009
2571,1208,18,Good Golly Miss Molly,15/4/2011
2572,1208,19,Rip it Up,4/11/2015
2573,1208,6,Lucille,2/1/2015
2574,1209,12,Reminiscing,10/7/2018
2575,1210,3,Living in a Box,25/12/2014
2576,1211,8,Hey Lover,17/9/2001
2577,1212,4,(You've Got) Personality,10/10/2009
2578,1212,12,Stagger Lee,13/3/2015
2579,1213,20,Party Rock Anthem,20/10/2017
2580,1213,,Sexy and I Know It,3/5/2023
2581,1214,12,I'd Love You to Want Me,1/5/2022
2582,1214,10,Me & You & a Dog Named Boo,19/3/2016
2583,1215,15,"Seemann, deine Heimat ist das Meer",8/3/2020
2584,1216,17,I've Been Thinking About You,27/6/2008
2585,1217,19,Amazed,
2586,1218,2,My Old Man's a Dustman (Ballad of a Refuse Disposal Officer),21/1/2003
2587,1219,4,Brandy (You're A Fine Girl),20/1/2013
2588,1220,17,Royals,8/6/2022
2589,1221,13,Hard Rock Hallelujah,1/5/2018
2590,1222,8,Euphoria,
2591,1223,,Ringo,8/12/2015
2592,1224,,Black is Black,17/9/2009
2593,1225,15,Macarena,25/7/2011
2594,1226,16,Maria Elena,
2595,1227,8,La Bamba,26/5/2020
2596,1228,19,Heaven,24/3/2003
2597,1229,16,Pepito,23/5/2005
2598,1230,19,Mambo No 5 (A Little Bit of ...),14/1/2000
2599,1231,18,Lightnin' Strikes,13/5/2015
2600,1232,18,You'll Never Find Another Love Like Mine,18/10/2023
2601,1233,7,Walk On the Wild Side,17/1/2008
2602,1234,2,Hello Dolly,12/8/2000
2603,1234,1,(What A) Wonderful World,25/10/2008
2604,1234,4,West End Blues,15/2/2002
2605,1234,19,Mack the Knife,20/1/2008
2606,1234,8,All of Me,28/2/2017
2607,1234,3,A Kiss to Build a Dream On,1/11/2002
2608,1235,9,Caldonia Boogie (What Makes Your Big Head So Hard),19/5/2018
2609,1235,,GI Jive,29/8/2013
2610,1235,11,Is You Is or Is You Ain't (Ma' Baby),27/10/2014
2611,1236,12,Buona Sera,2/12/2021
2612,1237,5,So Alive,1/8/2013
2613,1238,11,Love's Theme,18/9/2018
2614,1239,7,Summer in the City,16/5/2008
2615,1239,5,Daydream,5/6/2009
2616,1240,6,(Everytime I Turn Around) Back In Love Again,15/6/2011
2617,1241,5,Stand Up,
2618,1242,,"To Sir, With Love",30/10/2023
2619,1242,,Boom Bang-A-Bang,11/10/2015
2620,1243,10,Never Leave You (Uh Oooh Uh Oooh),18/6/2019
2621,1244,6,I Got 5 On It,11/10/2005
2622,1245,16,Here & Now,10/10/2001
2623,1246,17,The Best Things in Life Are Free,16/8/2015
2624,1247,18,Endless Love,16/11/2004
2625,1248,7,Ain't That Just The Way (That Love Goes Down),21/11/2020
2626,1249,10,You're The Greatest Lover,
2627,1250,,I Beg Your Pardon (I Never Promised You a Rose Garden),30/10/2017
2628,1251,5,Sweet Home Alabama,
2629,1251,7,Freebird,5/6/2011
2630,1252,18,Summer Girls,19/11/2010
2631,1253,18,Pop Muzik,8/9/2004
2632,1254,19,See See Rider Blues,4/8/2010
2633,1255,8,Baby Don't Get Hooked On Me,6/7/2002
2634,1256,17,Thrift Shop,5/10/2003
2635,1256,1,Same Love,27/4/2019
2636,1256,19,Can't Hold Us,24/9/2021
2637,1257,5,I Try,11/10/2018
2638,1258,10,Beggin',5/11/2001
2639,1259,13,Like a Prayer,23/5/2016
2640,1260,17,Our House,5/8/2003
2641,1260,12,One Step Beyond,4/8/2001
2642,1261,15,Vogue,27/10/2011
2643,1261,6,Hung Up,20/5/2023
2644,1261,15,Like a Prayer,13/4/2000
2645,1261,17,Music,23/8/2015
2646,1261,13,Papa Don't Preach,25/7/2001
2647,1261,9,Frozen,29/9/2012
2648,1261,9,Like a Virgin,6/3/2001
2649,1261,,Take a Bow,9/6/2003
2650,1261,20,Who's That Girl?,
2651,1261,2,Justify My Love,6/2/2010
2652,1261,4,This Used to Be My Playground,16/3/2009
2653,1261,15,American Pie,18/1/2015
2654,1261,,Crazy For You,28/12/2001
2655,1261,,La Isla Bonita,14/8/2019
2656,1261,,Live to Tell,1/10/2013
2657,1261,13,Into the Groove,22/9/2008
2658,1261,1,Ray of Light,16/6/2006
2659,1261,4,Die Another Day,28/9/2000
2660,1261,13,Beautiful Stranger,3/3/2014
2661,1261,2,Express Yourself,19/11/2006
2662,1261,10,Secret,22/4/2009
2663,1261,9,I'll Remember,17/2/2023
2664,1261,4,Don't Cry For Me Argentina,24/2/2008
2665,1261,9,True Blue,4/11/2007
2666,1261,,Sorry,20/10/2021
2667,1261,11,Don't Tell Me,7/5/2020
2668,1261,15,American Life,10/8/2018
2669,1261,16,Material Girl,27/8/2009
2670,1261,19,You'll See,18/5/2019
2671,1261,5,Open Your Heart,2/1/2015
2672,1261,15,Erotica,4/8/2000
2673,1261,10,You Must Love Me,7/6/2003
2674,1261,11,Cherish,29/8/2004
2675,1261,17,Holiday,24/4/2008
2676,1261,3,Borderline,24/5/2003
2677,1261,14,Deeper & Deeper,
2678,1261,14,Hanky Panky,23/5/2010
2679,1261,18,Rain,
2680,1261,16,Give It 2 Me,23/9/2023
2681,1261,12,Causing a Commotion,18/2/2012
2682,1261,19,The Power of Good-Bye,11/3/2004
2683,1261,9,What it Feels Like For a Girl,18/11/2022
2684,1261,5,Angel,1/9/2001
2685,1261,,Dress You Up,14/10/2004
2686,1261,18,Jump,27/7/2013
2687,1261,1,Celebration,14/7/2023
2688,1261,15,Get Together,
2689,1261,4,Keep it Together,21/5/2004
2690,1261,4,Rescue Me,25/3/2012
2691,1262,6,Four Minutes,19/11/2013
2692,1263,13,Move On Up a Little Higher,28/3/2011
2693,1264,4,Everybody Plays the Fool,20/9/2019
2694,1265,1,Monkey Time,
2695,1266,,Dream a Little Dream of Me,16/12/2023
2696,1267,,Crazy Blues,9/4/2017
2697,1268,,Mighty Quinn,1/1/2019
2698,1268,1,Do Wah Diddy Diddy,14/6/2016
2699,1268,10,Ha Ha Said the Clown,21/7/2005
2700,1268,15,Pretty Flamingo,3/4/2016
2701,1269,8,Blinded By the Light,22/1/2016
2702,1270,15,Chanson D'Amour,17/11/2016
2703,1271,15,The Song From Moulin Rouge (Where Is Your Heart),23/8/2018
2704,1272,18,Me gustas tu,25/7/2018
2705,1273,13,Something's Gotten Hold of My Heart,16/2/2005
2706,1274,8,I Need to Know,
2707,1275,6,Sex & Candy,
2708,1276,5,A Tree in the Meadow,19/3/2001
2709,1276,6,Far Away Places,
2710,1277,5,Slippin' Around,30/8/2017
2711,1278,11,Show Me Heaven,
2712,1279,14,Midnight At the Oasis,
2713,1280,,Without You,21/10/2004
2714,1280,13,Fantasy,20/1/2014
2715,1280,17,We Belong Together,20/3/2010
2716,1280,8,Vision of Love,24/5/2020
,1280,12,Dreamlover,5/9/2008
2718,1280,20,Honey,18/8/2005
2719,1280,13,Heartbreaker,28/11/2014
2720,1280,2,I'll Be There,5/9/2003
2721,1280,8,Hero,10/4/2004
2722,1280,4,All I Want For Christmas is You,
2723,1280,4,Always Be My Baby,7/3/2004
2724,1280,,Emotions,30/10/2011
2725,1280,9,Someday,10/4/2006
2726,1280,18,It's Like That,14/8/2021
2727,1280,3,Touch My Body,
2728,1280,18,Don't Forget About Us,
2729,1280,14,My All,
2730,1280,4,Love Takes Time,24/8/2013
2731,1280,2,Anytime You Need a Friend,31/12/2022
2732,1280,11,Can't Let Go,9/2/2016
2733,1280,,Loverboy,12/12/2022
2734,1280,19,Through the Rain,26/6/2001
2735,1280,2,Thank God I Found You,
2736,1280,18,Shake it Off,25/10/2023
2737,1280,7,I Still Believe,12/9/2018
2738,1280,5,Make it Happen,25/10/2005
2739,1280,,I Don't Wanna Cry,
2740,1281,11,One Sweet Day,6/12/2021
2741,1282,16,Against All Odds (Take a Look At Me Now),14/7/2000
2742,1283,8,When You Believe,17/2/2005
2743,1284,15,L'oiseau Et L'enfant,4/9/2023
2744,1285,8,Paper Roses,5/4/2006
2745,1286,7,Kayleigh,18/4/2000
2746,1287,4,Tainted Love,21/1/2015
2747,1288,8,You Don't Have to Be a Star (To Be in My Show),
2748,1289,10,More Than Ever (Come Prima),2/6/2020
2749,1290,,Let Me Love You,28/6/2019
2750,1291,6,Be My Love,6/1/2005
2751,1291,1,Because You're Mine,19/12/2014
2752,1291,20,The Loveliest Night Of The Year,13/1/2008
2753,1292,5,I Don't Wanna Know,18/2/2005
2754,1293,12,I Ain't Got Nobody,17/10/2001
2755,1293,3,After You've Gone,3/8/2018
2756,1293,20,Tea For Two,4/4/2012
2757,1294,18,Teen Angel,2/5/2003
2758,1295,15,Return of the Mack,5/4/2020
2759,1296,19,Tears Don't Lie,3/9/2015
2760,1297,,Valerie,5/3/2015
2761,1298,19,Good Vibrations,27/11/2000
2762,1299,4,"Ob-La-Di, Ob-La-Da",28/10/2013
2763,1299,15,Reflections of My Life,7/1/2001
2764,1300,12,She Will Be Loved,9/9/2022
2765,1300,16,This Love,24/2/2008
2766,1300,,Makes Me Wonder,3/9/2005
2767,1300,,One More Night,6/8/2008
2768,1300,17,Sunday Morning,1/8/2019
2769,1300,14,Wake Up Call,11/10/2015
2770,1300,9,Harder to Breathe,12/5/2001
2771,1301,7,Moves Like Jagger,1/4/2008
2772,1302,9,Payphone,
2773,1303,10,Pump Up the Volume,14/1/2013
2774,1304,19,Dancing in the City,17/10/2005
2775,1305,17,Dancing in the Street,17/10/2008
2776,1305,12,Heat Wave,29/6/2001
2777,1306,5,And the Angels Sing,
2778,1307,,Take That Look Off Your Face,30/9/2007
2779,1308,20,Toy Soldiers,24/3/2002
2780,1308,17,Love... Thy Will Be Done,23/5/2014
2781,1308,8,I Feel the Earth Move,14/5/2015
2782,1309,8,Hearts,24/5/2012
2783,1310,12,El Paso,15/12/2008
2784,1311,19,I Heard it Through the Grapevine,16/5/2018
2785,1311,5,(Sexual) Healing,
2786,1311,,Let's Get it On,23/4/2024
2787,1311,7,What's Going On?,15/10/2021
2788,1311,16,Mercy Mercy Me (The Ecology),14/9/2006
2789,1311,11,Got to Give it Up,2/5/2013
2790,1312,2,Ain't No Mountain High Enough,6/2/2010
2791,1313,10,The Entertainer,30/3/2001
2792,1314,5,Those Were the Days,24/12/2008
2793,1314,18,Goodbye,24/7/2008
2794,1314,7,Knock Knock Who's There?,17/3/2001
2795,1315,11,Family Affair,16/3/2021
2796,1315,,Be Without You,3/4/2010
2797,1315,5,Real Love,28/3/2024
2798,1315,1,No More Drama,29/8/2015
2799,1316,9,One,11/6/2015
2800,1317,13,Torn Between Two Lovers,13/9/2002
2801,1318,13,Shackles (Praise You),9/6/2017
2802,1319,8,My Guy,1/4/2000
2803,1320,6,Classical Gas,16/1/2019
2804,1321,,Bent,27/6/2010
2805,1321,,Unwell,24/10/2022
2806,1322,6,Big City Life,30/12/2017
2807,1323,20,Break My Stride,13/10/2018
2808,1324,1,Woodstock,30/9/2023
2809,1325,4,The Morning After,30/5/2001
2810,1326,15,Stay,20/10/2022
2811,1327,4,Close to You,17/7/2017
2812,1328,7,That Girl,23/12/2001
2813,1329,4,Right Back Where We Started From,22/2/2022
2814,1330,4,U Can't Touch This,13/10/2019
2815,1330,8,Have You Seen Her,
2816,1330,,Pray,12/2/2007
2817,1330,2,2 Legit 2 Quit,9/6/2008
2818,1330,,Addam's Groove,24/10/2005
2819,1331,8,Cold Rock a Party,14/11/2000
2820,1332,9,Holiday Rap,12/1/2024
2821,1333,8,Another Night,2/9/2015
2822,1333,,Run Away,7/8/2012
2823,1334,20,Ain't No Stoppin' Us Now,7/10/2023
2824,1335,4,Sincerely,2/6/2020
2825,1336,18,I'd Do Anything For Love (But I Won't Do That),29/10/2022
2826,1336,9,I'd Lie For You (And That's the Truth),26/4/2019
2827,1336,14,Paradise By the Dashboard Light,7/5/2013
2828,1336,17,Two Out of Three Ain't Bad,5/7/2001
2829,1337,9,Star Wars Theme - Cantina Band,5/3/2008
2830,1338,17,All About That Bass,29/2/2016
2831,1339,7,Respectable,14/7/2017
2832,1339,4,Showing Out (Get Fresh At the Weekend),21/5/2000
2833,1340,3,I Taut I Taw A Puddy Tat,18/4/2013
2834,1341,10,Careless Hands,13/8/2006
2835,1342,12,Brand New Key,20/8/2015
2836,1342,,Lay Down (Candles in The Rain),31/7/2001
2837,1343,15,I Turn to You,22/12/2008
2838,1344,20,Never Be the Same Again,11/9/2011
2839,1345,10,Down Under,12/4/2016
2840,1345,5,Who Can it Be Now?,10/8/2021
2841,1345,7,Overkill,31/7/2004
2842,1346,2,The Safety Dance,14/6/2020
2843,1347,18,Bitch,10/12/2003
2844,1348,12,Mouth,13/5/2007
2845,1349,1,Angel of the Morning,23/11/2020
2846,1350,2,Mairzy Doates,4/6/2015
2847,1351,10,Until it Sleeps,13/7/2022
2848,1351,15,Enter Sandman,9/2/2002
2849,1351,13,One,17/10/2014
2850,1351,17,Nothing Else Matters,26/2/2017
2851,1352,12,The Memory Remains,
2852,1353,1,Shake It,26/4/2020
2853,1354,18,TSOP (The Sound of Philadelphia),1/8/2016
2854,1355,18,Kids,7/8/2008
2855,1356,,Paper Planes,13/8/2023
2856,1357,13,Conga,
2857,1357,7,Bad Boy,28/9/2005
2858,1358,20,Mad World,
2859,1359,9,How am I Supposed to Live Without You?,14/1/2005
2860,1359,18,Love is a Wonderful Thing,18/1/2001
2861,1359,6,Said I Loved You But I Lied,22/7/2020
2862,1359,6,When a Man Loves a Woman,24/3/2005
2863,1359,2,How Can We Be Lovers,20/6/2014
2864,1360,9,Everything,24/5/2007
2865,1361,,Rock On,3/5/2007
2866,1362,3,Billie Jean,21/8/2002
2867,1362,,Black Or White,27/5/2015
2868,1362,4,Beat It,14/9/2012
2869,1362,4,You Are Not Alone,27/11/2000
2870,1362,3,Don't Stop 'Til You Get Enough,14/9/2016
2871,1362,15,Thriller,11/1/2006
2872,1362,1,Bad,
2873,1362,12,Remember the Time,14/12/2021
2874,1362,17,Ben,21/5/2022
2875,1362,12,Blood on the Dance Floor,2/2/2006
2876,1362,,Earth Song,17/4/2024
2877,1362,20,The Way You Make Me Feel,18/10/2017
2878,1362,15,Dirty Diana,19/3/2019
2879,1362,1,They Don't Care About Us,27/10/2014
2880,1362,1,You Rock My World,25/8/2008
2881,1362,19,Man in the Mirror,24/11/2018
2882,1362,1,Rock With You,29/2/2008
2883,1362,15,Heal the World,1/8/2013
2884,1362,9,Wanna Be Startin' Something,21/6/2016
2885,1362,6,Smooth Criminal,13/2/2023
2886,1362,7,One Day in Your Life,10/5/2010
2887,1362,,Will You Be There?,20/10/2004
2888,1362,8,In the Closet,7/2/2014
2889,1362,3,Off the Wall,10/12/2021
2890,1362,9,Got to Be There,9/1/2001
2891,1362,8,Give in to Me,9/4/2001
2892,1362,1,Leave Me Alone,1/11/2022
2893,1362,8,Stranger in Moscow,7/12/2010
2894,1362,15,One More Chance,18/1/2020
,1362,20,Who is It,13/2/2003
2896,1363,3,Scream,28/12/2001
2897,1364,,I Just Can't Stop Loving You,14/8/2000
2898,1365,20,Wildfire,5/11/2011
2899,1366,17,Sweet Freedom,21/11/2002
2900,1367,7,Maniac,6/4/2015
2901,1368,11,Let's All Chant,23/4/2022
2902,1369,7,Ai se eu te pego!,15/2/2002
2903,1370,,Are You Happy Now,19/1/2021
2904,1370,2,Everywhere,30/6/2000
2905,1371,11,Just Another Night,7/6/2003
2906,1371,6,Sweet Thing,4/10/2023
2907,1372,3,"Chirpy, Chirpy, Cheep, Cheep",13/5/2012
2908,1372,18,Sacramento (A Wonderful Town),
2909,1372,15,"Soley, Soley",26/3/2010
2910,1372,12,Samson & Delilah,4/5/2017
2911,1373,4,If I Was,9/8/2011
2912,1374,12,Beds Are Burning,25/2/2000
2913,1375,11,A Song Of Joy,26/10/2004
2914,1376,15,Grace Kelly,31/1/2004
2915,1376,14,"Relax, Take It Easy",8/10/2007
2916,1376,1,Love Today,21/12/2017
2917,1377,15,The Living Years,11/5/2024
2918,1377,11,All I Need is a Miracle,1/10/2004
2919,1378,,Moonlight Shadow,26/11/2010
2920,1378,13,Mike Oldfield's single (Theme From 'Tubular Bells'),28/4/2006
2921,1379,4,Cooler than me,14/12/2012
2922,1380,,Zorba The Greek,12/12/2011
2923,1381,10,Wrecking Ball,28/11/2018
2924,1381,11,Party In The U.s.a.,17/1/2004
2925,1381,8,The Climb,17/11/2004
2926,1382,1,Hallelujah,
2927,1383,1,"Girl, I'm Gonna Miss You",22/1/2018
2928,1383,19,"Girl, You Know It's True",1/8/2005
2929,1383,8,Blame it On the Rain,23/1/2000
2930,1383,14,Baby Don't Forget My Number,28/8/2013
2931,1383,3,All Or Nothing,22/1/2000
2932,1384,3,My Boy Lollipop,7/2/2006
2933,1385,16,This Is Why I'm Hot,23/1/2000
2934,1386,6,Loving You,15/1/2023
2935,1387,17,La Derniere Valse,2/9/2018
2936,1388,19,Pata Pata,25/1/2008
2937,1389,11,Work It,22/3/2016
2938,1389,8,Lose Control,15/8/2006
2939,1389,17,Get UR Freak On,8/6/2001
2940,1390,,Scandalous,29/11/2019
2941,1391,6,Yellow Rose of Texas,19/11/2016
2942,1391,16,March From The River Kwai,19/7/2000
2943,1392,9,Devil With the Blue Dress,18/8/2009
2944,1393,7,Lift Me Up,
2945,1394,2,Eres Tu (Touch The Wind),22/11/2019
2946,1395,16,You're My Heart You're My Soul,10/11/2013
2947,1395,12,Cheri Cheri Lady,18/9/2016
2948,1395,,Brother Louie,11/3/2008
2949,1395,,Atlantis Is Calling (S.O.S. For Love),24/1/2010
2950,1396,19,Lady (Hear Me Tonight),19/10/2018
2951,1397,1,The First Night,
2952,1397,20,Angel of Mine,17/4/2010
2953,1397,6,Don't Take It Personal (Just One Of Dem Days),15/12/2002
2954,1397,10,For You I Will,11/2/2007
2955,1398,16,This is How We Do It,26/4/2024
2956,1399,1,Always Look On the Bright Side of Life,28/11/2010
2957,1400,1,Feelings,10/6/2022
2958,1401,18,Moonglow & Theme From Picnic,22/6/2012
2959,1402,,Yeke Yeke,23/7/2009
2960,1403,19,How Do You Do!,14/8/2015
2961,1403,9,Hello-A,24/1/2017
2962,1404,18,Stranger On the Shore,5/6/2021
2963,1405,16,To Be With You,25/3/2005
2964,1405,17,Wild World,31/8/2006
2965,1406,4,Broken Wings,19/8/2007
2966,1406,14,Kyrie,28/12/2002
2967,1407,18,Flat Beat,19/7/2009
2968,1408,7,Coco Jamboo,12/7/2022
2969,1409,,Tiger Feet,29/9/2023
2970,1409,4,Lonely This Christmas,5/2/2014
2971,1409,5,Oh Boy,27/3/2004
2972,1410,2,Mannish Boy,
2973,1410,10,Hoochie Coochie Man,12/1/2018
2974,1411,19,In the Summertime,4/12/2001
2975,1412,16,One Night in Bangkok,30/8/2013
2976,1412,,Superstar,24/7/2019
2977,1413,2,Pass the Dutchie,4/11/2000
2978,1414,6,Welcome to the Black Parade,5/10/2023
2979,1415,4,Case Of The Ex (Whatcha Gonna Do),3/4/2021
2980,1416,19,"Bye, Bye, Bye",1/8/2002
2981,1416,14,It's Gonna Be Me,6/1/2015
2982,1416,14,Girlfriend,4/3/2016
2983,1416,9,Pop,30/4/2003
2984,1416,11,I Want You Back,23/4/2001
2985,1416,12,This I Promise You,25/10/2004
2986,1416,10,Tearin' Up My Heart,
2987,1417,17,These Boots Are Made For Walking,9/3/2019
2988,1418,17,Somethin' Stupid,10/7/2007
2989,1419,6,Jackson,19/2/2006
2990,1420,6,If I Ruled the World,4/3/2008
2991,1421,3,Mona Lisa,
2992,1421,3,Too Young,6/5/2004
2993,1421,4,Unforgettable,9/6/2000
2994,1421,9,Nature Boy,15/3/2021
2995,1421,,Pretend,31/5/2006
2996,1421,20,(I Love You) For Sentimental Reasons,19/4/2009
2997,1421,12,The Christmas Song (Chestnuts Roasting On An Open Fire),14/2/2016
2998,1421,9,Ramblin' Rose,
2999,1421,20,Smile,17/12/2009
3000,1421,18,Straighten Up & Fly Right,16/12/2006
3001,1421,10,A Blossom Fell,23/12/2019
3002,1421,11,Because You're Mine,10/4/2001
3003,1421,,"Answer Me, My Love",12/3/2007
3004,1422,6,Pink Cadillac,15/8/2015
3005,1422,18,Miss You Like Crazy,4/1/2013
3006,1423,7,Unforgettable,7/12/2008
3007,1424,15,Torn,6/1/2000
3008,1425,4,These Words,8/7/2014
3009,1425,10,Unwritten,8/1/2014
3010,1426,8,OPP,8/10/2004
3011,1427,4,Love Hurts,16/6/2018
3012,1428,13,From a Jack to a King,25/12/2013
3013,1429,14,Cracklin' Rosie,29/8/2011
3014,1429,8,Song Sung Blue,12/11/2021
3015,1429,12,I Am... I Said,23/5/2022
3016,1429,11,Love On the Rocks,17/7/2003
3017,1429,,Sweet Caroline (Good Times Never Seemed So Good),17/9/2020
3018,1429,2,Long Fellow Serenade,19/4/2013
3019,1430,8,Oh Carol,11/11/2023
3020,1430,18,Breaking Up is Hard to Do,27/5/2012
3021,1430,,Laughter in the Rain,16/7/2020
3022,1430,7,Happy Birthday Sweet Sixteen,3/7/2006
3023,1430,3,Bad Blood,2/1/2021
3024,1430,5,Calendar Girl,28/5/2001
3025,1431,18,Heart of Gold,19/12/2016
3026,1432,8,My Place,24/12/2004
3027,1432,10,Hot in Herre,26/12/2016
3028,1432,17,Ride Wit Me,
3029,1432,,Just A Dream,14/10/2014
3030,1432,4,Flap Your Wings,26/6/2018
3031,1432,3,(Hot S**t) Country Grammar,5/7/2005
3032,1433,9,Dilemma,21/1/2017
3033,1434,16,Over & Over,1/10/2021
3034,1435,5,Say It Right,27/9/2000
3035,1435,18,All Good Things (Come to an End),1/2/2010
3036,1435,17,I'm Like a Bird,12/1/2023
3037,1435,17,Maneater,21/11/2021
3038,1435,5,Turn Off the Light,14/3/2022
3039,1436,14,Promiscuous,19/4/2007
3040,1437,19,Shake Ya Tailfeather,9/7/2008
3041,1438,8,(Can't Live Without Your) Love & Affection,7/11/2005
3042,1439,12,With These Hands,18/10/2008
3043,1440,,Lisbon Antigua (In Old Lisbon),28/7/2000
3044,1441,15,99 Red Balloons,12/1/2022
3045,1442,12,Buffalo Stance,8/10/2019
3046,1442,13,Manchild,30/7/2015
3047,1443,16,She Wants to Move,5/10/2015
3048,1444,15,Candy Girl,31/12/2011
3049,1444,2,Hit Me Off,10/4/2018
3050,1445,15,Step By Step,7/7/2010
3051,1445,4,You Got it (The Right Stuff),24/9/2011
3052,1445,14,Hangin' Tough,28/9/2020
3053,1445,18,I'll Be Loving You (Forever),17/12/2005
3054,1445,7,Tonight,28/10/2002
3055,1446,11,Blue Monday,
3056,1446,16,Regret,19/4/2000
3057,1446,11,True Faith,17/3/2008
3058,1447,4,Winchester Cathedral,1/8/2016
3059,1448,8,Too Close,31/12/2022
3060,1449,19,So Sick,16/4/2017
3061,1449,2,Because of You,20/1/2006
3062,1449,11,Closer,2/11/2004
3063,1449,7,Sexy Love,6/3/2009
3064,1449,17,Miss Independent,20/2/2024
3065,1449,10,Let Me Love You (Until You Learn To Love Yourself),28/11/2019
3066,1450,5,Where the Wild Roses Grow,5/7/2012
3067,1451,,Hot Child In The City,30/10/2017
3068,1452,15,I Promised Myself,19/9/2017
3069,1453,10,What's Left Of Me,7/11/2008
3070,1454,6,Tip Toe Thru' The Tulips With Me,16/10/2021
3071,1455,,How You Remind Me,8/9/2009
3072,1455,13,Someday,29/7/2014
3073,1455,4,Photograph,11/10/2021
3074,1455,20,Far Away,1/2/2014
3075,1455,,Rockstar,18/4/2007
3076,1455,13,Gotta Be Somebody,15/1/2011
3077,1456,14,Total Eclipse of the Heart,13/4/2018
3078,1457,,Starships,24/6/2010
3079,1457,19,Super Bass,1/4/2016
3080,1458,14,Am I Wrong,14/2/2006
3081,1459,17,Lotta Love,19/7/2022
3082,1460,2,Wouldn't it Be Good,
3083,1461,13,My Baby Just Cares For Me,22/2/2020
3084,1462,19,Move Ya Body,27/7/2011
3085,1463,6,Il Silenzio,4/5/2008
3086,1464,9,Deep Purple,28/2/2001
3087,1465,9,Smells Like Teen Spirit,6/5/2020
3088,1465,2,Come As You Are,1/2/2021
3089,1465,2,Heart-Shaped Box,22/2/2007
3090,1466,,Mr Bojangles,6/9/2007
3091,1467,,Don't Speak,17/6/2005
3092,1467,18,It's My Life,14/7/2014
3093,1467,17,Hey Baby,11/8/2004
3094,1467,16,Just a Girl,29/3/2007
,1467,15,Underneath it All,12/11/2015
,1468,5,Where Do You Go?,1/4/2006
3097,1469,8,Over There,19/2/2021
3098,1469,3,Make Believe,
3099,1470,6,Don't Know Why,16/6/2011
3100,1470,14,Sunrise,13/4/2022
3101,1471,5,Spirit in the Sky,9/4/2012
3102,1472,13,Hypnotize,28/4/2014
3103,1472,,Big Poppa,14/8/2011
3104,1473,14,Mo Money Mo Problems,15/1/2000
3105,1474,19,Stayin' Alive,10/1/2022
3106,1475,18,I Can't Wait,28/1/2014
3107,1476,,Little Green Apples,26/11/2023
3108,1477,3,Wonderwall,20/5/2012
3109,1477,16,Don't Look Back in Anger,5/10/2004
3110,1477,,D'You Know What I Mean?,19/7/2010
3111,1477,13,Go Let it Out,8/7/2017
3112,1477,11,The Hindu Times,12/11/2013
3113,1477,17,Lyla,31/5/2003
3114,1477,13,Stand By Me,31/5/2017
3115,1477,12,All Around the World,20/7/2023
3116,1477,20,Roll With It,4/4/2010
3117,1477,11,Stop Crying Your Heart Out,7/9/2013
3118,1477,14,Some Might Say,11/4/2006
3119,1477,14,Live Forever,11/11/2003
3120,1478,16,Happy Wanderer,4/5/2016
3121,1479,20,Put Your Hand in the Hand,22/9/2017
3122,1480,1,Going Back to My Roots,24/7/2009
3123,1481,16,Little Talks,
3124,1482,18,Pretty Fly (For a White Guy),
3125,1482,8,Why Don't You Get a Job?,30/3/2006
3126,1482,5,Original Prankster,6/10/2015
3127,1482,8,Self Esteem,19/3/2014
